article_index,experiment_number,author,year,title,journal,url,searchterms,N_participants_recruited,N_participants_after_filtering,N_participants_per_item,part_profile,part_recruitment,compensation,demographics_reported,language,N_experiments,experiment_num_orig,N_conditions,N_conditions_reported,N_items_per_condition,design_type,between_subj_condition,balanced_items,exp_blocking,randomization,N_trials_per_participant,N_pre-test,N_post-test,multiple_tasks,confidence_design,N_target_items,N_target_items_per_participant,N_fillers,N_items_reported,linguistic_phenomenon,item_construction,item_balance,item_plausibility,contextualization,confidence_stimuli,instructions,rating_terminology,response_scale,response_levels,response_comparison,presentation_modality,task_review,task_timing,delivery_format,task_duration,task_supervision,pilot_testing,confidence,breaks,comprehension,confidence_task,stat_scale,preprocessing,software,statistical_test,bayesian,random_effects,effect_sizes,sig_threshold,mult_comp_correction,power_analysis,autocorr,propensity,other_instr,other_instr_type,confidence_analysis,item_avail,item_repository,data_avail,data_repository,preregistration,prereg_repository,corresp_author,coder_comments,coder_id
"Frazier, Jr., Rich et al._2018_anticipating_negation_the",4,Lyn Frazier; Charles Clifton Jr.; Stephanie Rich; John Duff,2018.0,Anticipating Negation: The Dos and Don'ts of Neg Raising,Syntax,https://doi.org/10.1111/synt.12151,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; intuitive judgment; linguistic intuition judgment; linguistic intuition rating; naive rating; naturalness judgment; naturalness rating; sentence judgment; syntactic judgment,60,54,Not Reported,Mixed,Online platform,Paid directly,Age; Region; Language background,English,6,4,6,No,24,Within-subjects,NA,Yes,Intermixed,Random,49,3,0,Not Reported,Fairly confident,144,24,25,No,Syntax,Fully Constructed,Not Reported,Not Reported,Not Reported,Slightly confident,"participants received instructions to read the sentences and rate them on a seven-point scale, with lower values being “bad” and higher values being “good.” They were instructed to give a sentence a high rating “if it sounds like a good sentence of English, something a native speaker might say in some context or other.” ",other,Ordinal (Likert),7,Isolation,Written,Not Reported,Not Reported,Computer-based,Not Reported,No,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,Continuous,Not Reported,R,Mixed-Effects Regression,No,Participant; Items,Yes,.05,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,NA,Fairly confident,Published in article,NA,Not Reported,NA,Not Reported,NA,lyn@linguist.umass.edu,Numbers of items and trials don't match.,JG
"Frazier, Jr., Rich et al._2018_anticipating_negation_the",1,Lyn Frazier; Charles Clifton Jr.; Stephanie Rich; John Duff,2018.0,Anticipating Negation: The Dos and Don'ts of Neg Raising,Syntax,https://doi.org/10.1111/synt.12151,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; intuitive judgment; linguistic intuition judgment; linguistic intuition rating; naive rating; naturalness judgment; naturalness rating; sentence judgment; syntactic judgment,61,Not Reported,Not Reported,Mixed,Online platform,Paid directly,Age; Region; Language background,English,6,5,6,No,24,Within-subjects,NA,Yes,Intermixed,Random,49,3,0,Not Reported,Fairly confident,144,24,25,No,Syntax,Fully Constructed,Not Reported,Not Reported,Not Reported,Slightly confident,"participants received instructions to read the sentences and rate them on a seven-point scale, with lower values being “bad” and higher values being “good.” They were instructed to give a sentence a high rating “if it sounds like a good sentence of English, something a native speaker might say in some context or other.” ",other,Ordinal (Likert),7,Isolation,Written,Not Reported,Not Reported,Computer-based,Not Reported,No,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,Continuous,Not Reported,R,Mixed-Effects Regression,No,Participant; Items,Yes,.05,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,NA,Fairly confident,Published in article,NA,Not Reported,NA,Not Reported,NA,lyn@linguist.umass.edu,Numbers of items and trials don't match.,JG
"Frazier, Jr., Rich et al._2018_anticipating_negation_the",5,Lyn Frazier; Charles Clifton Jr.; Stephanie Rich; John Duff,2018.0,Anticipating Negation: The Dos and Don'ts of Neg Raising,Syntax,https://doi.org/10.1111/synt.12151,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; intuitive judgment; linguistic intuition judgment; linguistic intuition rating; naive rating; naturalness judgment; naturalness rating; sentence judgment; syntactic judgment,61,Not Reported,Not Reported,Mixed,Online platform,Paid directly,Age; Region; Language background,English,6,5,6,No,24,Within-subjects,NA,Yes,Intermixed,Random,49,3,0,Not Reported,Fairly confident,144,24,25,No,Syntax,Fully Constructed,Not Reported,Not Reported,Not Reported,Slightly confident,"participants received instructions to read the sentences and rate them on a seven-point scale, with lower values being “bad” and higher values being “good.” They were instructed to give a sentence a high rating “if it sounds like a good sentence of English, something a native speaker might say in some context or other.” ",other,Ordinal (Likert),7,Isolation,Written,Not Reported,Not Reported,Computer-based,Not Reported,No,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,Continuous,Not Reported,R,Mixed-Effects Regression,No,Participant; Items,Yes,.05,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,NA,Fairly confident,Published in article,NA,Not Reported,NA,Not Reported,NA,lyn@linguist.umass.edu,Numbers of items and trials don't match.,JG
"Frazier, Jr., Rich et al._2018_anticipating_negation_the",6,Lyn Frazier; Charles Clifton Jr.; Stephanie Rich; John Duff,2018.0,Anticipating Negation: The Dos and Don'ts of Neg Raising,Syntax,https://doi.org/10.1111/synt.12151,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; intuitive judgment; linguistic intuition judgment; linguistic intuition rating; naive rating; naturalness judgment; naturalness rating; sentence judgment; syntactic judgment,48,Not Reported,Not Reported,Students (unspecified),University affiliation,University credit,Age; Region; Language background,English,6,6,4,No,16,Within-subjects,NA,Yes,Intermixed,Random,112,3,0,Not Reported,Fairly confident,64,16,96,No,Syntax,Fully Constructed,Not Reported,Not Reported,Not Reported,Slightly confident,"Each was followed by a seven-point rating scale, ranging from “very unnatural” (1) to “very natural” (7). ",naturalness,Ordinal (Likert),7,Isolation,Written,Not Reported,Not Reported,Computer-based,Not Reported,No,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,Continuous,Not Reported,R,Mixed-Effects Regression,No,Participant; Items,Yes,.05,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,NA,Fairly confident,Published in article,NA,Not Reported,NA,Not Reported,NA,lyn@linguist.umass.edu,,JG
"Frascarelli, Jiménez-Fernández_2019_understanding_partiality_in",1,Mara Frascarelli; Ángel L. Jiménez-Fernández,2019.0,Understanding Partiality in pro-Drop Languages: An Information-Structure Approach,Syntax,https://doi.org/10.1111/synt.12184,acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating; sentence judgment; syntactic judgment,264,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Gender / Sex; Age; Region; Language background; Education,Spanish,1,1,12,Yes,2,Within-subjects,NA,Yes,Intermixed,Random,32,0,0,Not Reported,Fairly confident,24,24,8,Yes,Syntax,Fully Constructed,Not Reported,Not Reported,Yes,Fairly confident,"Informants could express their grammaticality judgment on the target sentence as either sí ‘yes’, no ‘no’, or me parece rara ‘it seems strange to me’.",grammaticality,Ordinal (Likert),3,Isolation,Written,Not Reported,Not Reported,Computer-based,Not Reported,No,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,Continuous,Not Reported,Not Reported,Other,No,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,NA,Slightly confident,Not Reported,NA,Not Reported,NA,Not Reported,NA,ajimfer@us.es,,JG
Szczesniak_2013_you_cant_cry,1,Konrad Szczesniak,2013.0,You can't cry your way to candy: Motion events and paths in the x's way construction,Cognitive Linguistics,https://doi.org/10.1515/cog-2013-0006,acceptability judgment; grammaticality judgment; linguistic intuition judgment; naturalness judgment; sentence judgment; syntactic judgment,94,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,English,1,1,3,No,Not Reported,Within-subjects,NA,Yes,Intermixed,Random,8,0,0,Not Reported,Fairly confident,8,Not Reported,Not Reported,Yes,Syntax,Fully Constructed,Not Reported,Not Reported,Not Reported,Fairly confident,"The survey contained eight short sentences, each accompanied with a 5-point scale, by means of which the subjects rated the sentences from 1 (odd) to 5 (natural).",naturalness,Ordinal (Likert),5,Isolation,Written,Not Reported,Not Reported,Computer-based,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,Continuous,Not Reported,Not Reported,Descriptive only,No,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,NA,Slightly confident,Published in article,NA,Not Reported,NA,Not Reported,NA,konrad.szczesniak@us.edu.pl,Minimal reporting of data collection and statistical analysis.,JG
"Robenalt, Goldberg_2015_judgment_evidence_for",1,Clarice Robenalt; Adele E. Goldberg,2015.0,"Judgment evidence for statistical preemption: It is relatively better to vanish than to disappear a rabbit, but a lifeguard can equally well backstroke or swim children to shore",Cognitive Linguistics,https://doi.org/10.1515/cog-2015-0004,Likert scale; acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating ; magnitude estimation; naïve rating; sentence judgment; syntactic judgment,108,Not Reported,Not Reported,Mixed,Online platform,Paid directly,Not Reported,English,2,1,6?,No,Mixed,Within-subjects,NA,Yes,Intermixed,Semi-random,28,0,0,Not Reported,Fairly confident,56,28,Not Reported,No,Syntax,Fully Constructed,Not Reported,Yes,Not Reported,Fairly confident,Participants rated sentences for grammatical acceptability using a five point Likert scale.,acceptability,Ordinal (Likert),5,Isolation,Written,Not Reported,Not Reported,Computer-based,Not Reported,No,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,Continuous,Not Reported,Not Reported,Mixed-Effects Regression,No,Participant; Items,Yes,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,NA,Fairly confident,Published in article,NA,Not Reported,NA,Not Reported,NA,adele@princeton.edu,,JG
"Robenalt, Goldberg_2015_judgment_evidence_for",2,Clarice Robenalt; Adele E. Goldberg,2015.0,"Judgment evidence for statistical preemption: It is relatively better to vanish than to disappear a rabbit, but a lifeguard can equally well backstroke or swim children to shore",Cognitive Linguistics,https://doi.org/10.1515/cog-2015-0004,Likert scale; acceptability judgment; acceptability rating; grammaticality judgment; grammaticality rating ; magnitude estimation; naïve rating; sentence judgment; syntactic judgment,50,Not Reported,Not Reported,Mixed,Online platform,Paid directly,Not Reported,English,2,2,4,No,10,Within-subjects,NA,Yes,Intermixed,Semi-random,26,0,0,Yes,Fairly confident,40,10,16,No,Syntax,Fully Constructed,Not Reported,Yes,Not Reported,Fairly confident," For each sentence in the survey, participants were asked to provide an acceptability rating, a plausibility rating, and a paraphrase of the sentence if they felt there was a more natural way to express its meaning.",acceptability; plausibility,Ordinal (Likert),7,Isolation,Written,Not Reported,Not Reported,Computer-based,Yes,No,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,Continuous,Not Reported,Not Reported,Mixed-Effects Regression,No,Participant; Items,Yes,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,NA,Fairly confident,Published in article,NA,Not Reported,NA,Not Reported,NA,adele@princeton.edu,"Task was actually three tasks: acceptability, plausibility and paraphrase",JG
Fishman_2020_english_similarity_predicates,1,Alon Fishman,2020.0,English similarity predicates construe particular dimensions of similarity,Cognitive Linguistics,https://doi.org/10.1515/cog-2018-0086,acceptability judgment; acceptability rating; linguistic intuition judgment; linguistic intuition rating; ordinal ratings; sentence judgment; syntactic judgment,30,30,Not Reported,Mixed,Online platform,Paid directly,Language background,English,1,1,9,No,15,Within-subjects,NA,Not Reported,Intermixed,Random,Not Reported,0,0,Not Reported,Fairly confident,135,45,Not Reported,No,Semantics,Fully Constructed,Not Reported,Yes,Not Reported,Fairly confident,"Participants were told that they were going to see sentences presented in different contexts, and were instructed to rate the acceptability of the sentences in each context, on a scale of 1 (not at all acceptable) to 5 (very acceptable). An acceptable sentence was defined as “a sentence that seems natural, one that you would not be surprised to hear spoken” and an unacceptable sentence as “one that seems awkward or foreign, that you would not expect to hear spoken”.",acceptability; naturalness,Ordinal (Likert),5,Isolation,Written,Not Reported,Not Reported,Computer-based,Not Reported,No,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,Ordinal,Not Reported,R,Mixed-Effects Regression,No,Participant; Items,Yes,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,NA,Fairly confident,Published in supplement,NA,Not Reported,NA,Not Reported,NA,alonfishman@mail.tau.ac.il,,JG
"Janda, Reynolds_2019_construal_vs_redundancy",1,Laura A. Janda; Robert J. Reynolds,2019.0,Construal vs. redundancy: Russian aspect in context,Cognitive Linguistics,https://doi.org/10.1515/cog-2017-0084,acceptability rating; grammaticality rating ; linguistic intuition rating; ordinal ratings,501,501,Not Reported,Mixed,Mixed,Other incentive,Language background; Age,Russian,1,1,2,No,Not Reported,Within-subjects,NA,Yes,Not Reported,Fixed,Not Reported,0,0,Not Reported,Fairly confident,Not Reported,Not Reported,Not Reported,No,Not Reported,Fully Authentic,Length; Semantics,Not Reported,Not Reported,Fairly confident,"Participants were instructed to rate the acceptability of verb forms as “Excellent”, “Acceptable”, or “Impossible”, and it was possible to give both verbs the same rating. ",acceptability,Ordinal (Likert),3,Isolation,Written,Yes,Self-paced,Computer-based,Not Reported,No,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,Ordinal,Not Reported,R,Mixed-Effects Regression,No,Participant,Yes,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Yes,"Corpus usage (""matches original"")",Slightly confident,Public Repository,https://doi.org/10.18710/BFFMPH,Public Repository,https://doi.org/10.18710/BFFMPH,Not Reported,NA,laura.janda@uit.no,items were full text in which test pairs were inserted. Not clear how many pairs are in a text,JG
"Chaves, King_2019_a_usagebased_account",1,Rui P. Chaves; Adriana King,2019.0,A usage-based account of subextraction effects,Cognitive Linguistics,https://doi.org/10.1515/cog-2018-0135,Likert scale; acceptability judgement; acceptability judgment; acceptability rating; grammaticality judgement; grammaticality judgment; grammaticality rating ; intuitive judgement; intuitive judgment; linguistic intuition judgement; linguistic intuition judgment; linguistic intuition rating; magnitude estimation; naïve rating; ordinal ratings; sentence judgement; sentence judgment; syntactic judgement ; syntactic judgment,62,60,,Mixed,Online platform,Paid directly,Language background,English,2,1,2,Yes,20,Within-subjects,NA,Yes,Intermixed,Random,60,0,0,Not Reported,Fairly confident,40,20,40,Yes,Syntax,Not Reported,Not Reported,Yes,Not Reported,Fairly confident,"Participants were asked to judge how natural each sentence was, by giving it a number from 1 (very unnatural) to 5 (very natural).",naturalness,Ordinal (Likert),5,Isolation,Written,Not Reported,Not Reported,Computer-based,Not Reported,No,Not Reported,Not Reported,Not Reported,Yes,Fairly confident,Continuous,Not Reported,R,Mixed-Effects Regression,No,Participant; Items; Other,Yes,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,NA,Fairly confident,Published in article,NA,Not Reported,NA,Not Reported,NA,rchaves@buffalo.edu,,JG
"Chaves, King_2019_a_usagebased_account",2,Rui P. Chaves; Adriana King,2019.0,A usage-based account of subextraction effects,Cognitive Linguistics,https://doi.org/10.1515/cog-2018-0135,Likert scale; acceptability judgement; acceptability judgment; acceptability rating; grammaticality judgement; grammaticality judgment; grammaticality rating ; intuitive judgement; intuitive judgment; linguistic intuition judgement; linguistic intuition judgment; linguistic intuition rating; magnitude estimation; naïve rating; ordinal ratings; sentence judgement; sentence judgment; syntactic judgement ; syntactic judgment,62,54,Not Reported,Mixed,Online platform,Paid directly,Language background,English,2,1,2,Yes,16,Within-subjects,NA,Yes,Intermixed,Random,48,0,0,Not Reported,Fairly confident,32,16,32,Yes,Syntax,Not Reported,Not Reported,Yes,Not Reported,Fairly confident,"Participants were asked to judge how natural each sentence was, by giving it a number from 1 (very unnatural) to 5 (very natural).",naturalness,Ordinal (Likert),5,Isolation,Written,Not Reported,Not Reported,Computer-based,Not Reported,No,Not Reported,Not Reported,Not Reported,Yes,Fairly confident,Continuous,Not Reported,R,Mixed-Effects Regression,No,Participant; Items; Other,Yes,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,NA,Fairly confident,Published in article,NA,Not Reported,NA,Not Reported,NA,rchaves@buffalo.edu,,JG
"Verhagen, Mos_2016_stability_of_familiarity",1,Véronique Verhagen; Maria Mos,2016.0,Stability of familiarity judgments: Individual variation and the invariant bigger picture,Cognitive Linguistics,https://doi.org/10.1515/cog-2015-0063,Likert scale; acceptability judgement; acceptability judgment; acceptability rating; grammaticality judgement; grammaticality judgment; grammaticality rating ; linguistic intuition judgement; linguistic intuition judgment; linguistic intuition rating; magnitude estimation; meta-linguistic judgement; meta-linguistic judgment; meta-linguistic rating; sentence judgement; sentence judgment; syntactic judgement ; syntactic judgment,86,86,86,Students (unspecified),University affiliation,University credit,Age; Language background,Dutch,1,1,4,Yes,44,Within-subjects,NA,Yes,Blocks,Random,44,Unclear,0,Not Reported,Fairly confident,44,44,Not Reported,Yes,Lexis; Syntax,Fully Authentic,Not Reported,Not Reported,Yes,Fairly confident,[Exact] Participants were asked to rate familiarity using Magnitude Estimation: (“Hoe vertrouwd vind je deze combinatie van woorden?” – ‘How familiar do you consider this combination of words?’),other,Continuous,ME,Magnitude Estimation,Written,Not Reported,Not Reported,Computer-based,Not Reported,Yes,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,Continuous,Z-score,R,Mixed-Effects Regression,No,Participant; Items,Yes,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Yes,Corpus frequency,Fairly confident,Published in article,NA,Not Reported,NA,Not Reported,NA,v.a.y.verhagen@tilburguniversity.edu,,JG
"Kim, Yoon_2009_longdistance_bound_local",1,Ji-Hye Kim; James H. Yoon,2009.0,Long-distance bound local anaphors in Korean—An empirical study of the Korean anaphor caki-casin,Lingua,https://doi.org/10.1016/j.lingua.2008.10.002,Likert scale; acceptability judgement; acceptability judgment; acceptability rating; grammaticality judgement; grammaticality judgment; grammaticality rating; linguistic intuition judgement; linguistic intuition judgment; linguistic intuition rating; sentence judgement; sentence judgment; syntactic judgement ; syntactic judgment,43,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Age; Language background; Region,Korean,1,1,Unclear,No,Not Reported,Within-subjects,NA,Yes,Not Reported,Not Reported,100,0,0,Not Reported,Slightly confident,62,62,38,Yes,Syntax; Semantics,Fully Constructed,Not Reported,Not Reported,Not Reported,Fairly confident,The first part of the task asked the subjects to judge the degree of grammaticality of a sentence where caki-casin occurs with a long-distance antecedent.,grammaticality,Ordinal (Likert),5,Isolation,Written,Not Reported,Not Reported,Paper,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,Continuous,Not Reported,Not Reported,ANOVA,No,Participant,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Yes,Preferential Sentence Interpretation Task,Fairly confident,Not Reported,NA,Not Reported,NA,Not Reported,NA,jkim38ster@gmail.com,Design is confusing; number of items is also confusing,JG
"Konietzko, Winkler_2010_contrastive_ellipsis_mapping",1,Andreas Konietzko; Susanne Winkler,2010.0,Contrastive ellipsis: Mapping between syntax and information structure,Lingua,https://doi.org/10.1016/j.lingua.2008.08.009,acceptability judgement; acceptability judgment; acceptability rating; grammaticality judgement; grammaticality judgment; grammaticality rating; linguistic intuition judgement; linguistic intuition judgment; linguistic intuition rating; magnitude estimation; sentence judgement; sentence judgment; syntactic judgement ; syntactic judgment,40,Not Reported,Not Reported,Students (unspecified),Advertisement / Word of mouth,Paid directly,Not Reported,German,2,1,2,No,32,Within-subjects,NA,Yes,Not Reported,Not Reported,84,14,0,Not Reported,Fairly confident,64,32,52,No,Syntax,Fully Constructed,Not Reported,Not Reported,Not Reported,Fairly confident,Not Reported,Not Reported,Continuous,ME,Magnitude Estimation,Written,Not Reported,Not Reported,Computer-based,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,Continuous,Not Reported,Not Reported,t-test,No,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,NA,Slightly confident,Not Reported,NA,Not Reported,NA,Not Reported,NA,andreas.konietzko@uni-tuebingen.de,very little detail in the analysis,JG
"Konietzko, Winkler_2010_contrastive_ellipsis_mapping",2,Andreas Konietzko; Susanne Winkler,2010.0,Contrastive ellipsis: Mapping between syntax and information structure,Lingua,https://doi.org/10.1016/j.lingua.2008.08.009,acceptability judgement; acceptability judgment; acceptability rating; grammaticality judgement; grammaticality judgment; grammaticality rating; linguistic intuition judgement; linguistic intuition judgment; linguistic intuition rating; magnitude estimation; sentence judgement; sentence judgment; syntactic judgement ; syntactic judgment,20,Not Reported,Not Reported,Students (unspecified),Advertisement / Word of mouth,Paid directly,Not Reported,German,2,2,4,Yes,28,Within-subjects,NA,Yes,Not Reported,Not Reported,85,0,0,Yes,Fairly confident,112,28,57,No,Syntax; Phonology,Fully Constructed,Not Reported,Not Reported,Not Reported,Fairly confident,Participants had to assign to each sentence a value from 1 to 7 representing their perceived wellformedness of the sentence,other,Ordinal (Likert),7,Isolation,Audio,Not Reported,Not Reported,Computer-based,Yes,Yes,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,Continuous,Not Reported,Not Reported,t-test,No,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,NA,Slightly confident,Published in article,NA,Not Reported,NA,Not Reported,NA,andreas.konietzko@uni-tuebingen.de,very little detail in the analysis,JG
Overfelt_2015_unbounded_successivecyclic_rightward,1,Jason Overfelt,2015.0,Unbounded successive-cyclic rightward DP-movement,Lingua,https://doi.org/10.1016/j.lingua.2015.04.002,Likert scale; acceptability judgement; acceptability judgment; acceptability rating; grammaticality judgement; grammaticality judgment; grammaticality rating; intuitive judgement; intuitive judgment; naturalness judgement; naturalness judgment; naturalness rating; sentence judgement; sentence judgment; syntactic judgement ; syntactic judgment,64,Not Reported,Not Reported,Mixed,Online platform,Paid directly,Language background; Age; Gender / Sex; Region,English,1,1,8,Yes,16,Within-subjects,NA,Yes,Intermixed,Random,54,Unclear,0,Not Reported,Fairly confident,128,16,38,No,Syntax,Fully Constructed,Other; Semantics,Not Reported,Not Reported,Fairly confident,Participants were told that they would be reading sentences and evaluating their acceptability as sentences of English. They then received a short guided practice for using a 7-point Likert-scale where 1 corresponded to ‘‘Completely Unacceptable’’ and 7 corresponded to ‘‘Completely Acceptable’’.,acceptability,Ordinal (Likert),7,Isolation,Written,Not Reported,Not Reported,Computer-based,Yes,No,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,Continuous,Not Reported,R,Mixed-Effects Regression,No,Participant; Items,Yes,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,NA,Fairly confident,Published in article,NA,Not Reported,NA,Not Reported,NA,joverfel@linguist.umass.edu,,JG
Lee_2011_gradients_in_korean,1,Hanjung Lee,2011.0,Gradients in Korean case ellipsis: An experimental investigation,Lingua,https://doi.org/10.1016/j.lingua.2010.07.002,acceptability judgement; acceptability judgment; acceptability rating; grammaticality judgement; grammaticality judgment; grammaticality rating; naturalness judgement; naturalness judgment; naturalness rating; sentence judgement; sentence judgment; syntactic judgement ; syntactic judgment,90,Not Reported,Not Reported,Students (unspecified),Not Reported,Not Reported,Language background; Age,Korean,2,1,3,No,20,Within-subjects,NA,Yes,Not Reported,Not Reported,Not Reported,0,0,Yes,Fairly confident,60,Not Reported,Not Reported,Yes,Syntax,Fully Constructed,Semantics; Other,Not Reported,Not Reported,Fairly confident,"Each participant was asked to fill in a questionnaire, which contained short conversations between two speakers, providing contexts for the choice of case-marked and case-ellipsed forms of an object.",other,Dichotomous (Binary),2,Variant Comparison,Written,Not Reported,Not Reported,Not Reported,Yes,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,Dichotomous,Not Reported,Not Reported,Other,No,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,NA,Fairly confident,Published in supplement,NA,Not Reported,NA,Not Reported,NA,hanjung@skku.edu,Left details to prior publication; Used chi-squared tests for analysis,JG
Lee_2011_gradients_in_korean,2,Hanjung Lee,2011.0,Gradients in Korean case ellipsis: An experimental investigation,Lingua,https://doi.org/10.1016/j.lingua.2010.07.002,acceptability judgement; acceptability judgment; acceptability rating; grammaticality judgement; grammaticality judgment; grammaticality rating; naturalness judgement; naturalness judgment; naturalness rating; sentence judgement; sentence judgment; syntactic judgement ; syntactic judgment,56,Not Reported,56,Students (unspecified),Not Reported,Not Reported,Language background; Age,Korean,2,2,6,Yes,20,Within-subjects,NA,Yes,Not Reported,Not Reported,120,0,0,Yes,Fairly confident,120,120,Not Reported,Yes,Syntax,Fully Constructed,Semantics; Other,Not Reported,Not Reported,Fairly confident,"[Exact]. Please read through the following conversations, then make a judgment on the underlined sentences in each conversation by assigning them grades from 1-5. Use the following scale to make your judgments: 1 = Completely Unacceptable; 2 = Unacceptable; 3 = Just Barely Acceptable; 4 = Acceptable; 5 = Completely Acceptable;",acceptability,Ordinal (Likert),5,Variant Comparison,Written,Not Reported,Not Reported,Not Reported,Yes,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Fairly confident,Continuous,Not Reported,Not Reported,ANOVA,No,Participant; Items,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,NA,Fairly confident,Published in supplement,NA,Not Reported,NA,Not Reported,NA,hanjung@skku.edu,Left details to prior publication; Used chi-squared tests for analysis,JG
"Wetzel, Tskhovrebova, Gygax et al._2023_pragmatic_and_syntactic",1,Mathis Wetzel; Ekaterina Tskhovrebova; Pascal M. Gygax; Sandrine Zufferey,2023.0,Pragmatic and syntactic constraints on French causal connectives: An evaluation of native and non-native speakers’ sensitivity,JoPragmatics,https://doi.org/10.1016/j.pragma.2023.03.001,grammaticality judgment,63,Not Reported,Not Reported,Mixed,Online platform,Paid directly,Gender / Sex; Language background; Age,French,2,1,4,No,10,Within-subjects,NA,Yes,Intermixed,Random,Not Reported,0,0,Not Reported,Fairly confident,40,40,Not Reported,Yes,Lexis,Fully Constructed,Not Reported,Not Reported,Not Reported,Fairly confident,"In this task, sentences were presented in which a connective was omitted and replaced by a blank. Participants had to choose the correct connective among four options for each of the sentences. The sentences were presented without further context and in a randomized order. ",correctness,Dichotomous (Binary),2,Variant Comparison,Written,Not Reported,Not Reported,Computer-based,Not Reported,No,Not Reported,Not Reported,Not Reported,Not Reported,Slightly confident,Dichotomous,Not Reported,R,Mixed-Effects Regression,No,Participant; Items,Yes,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,NA,Fairly confident,Public Repository,https://osf.io/hgfsu/,Public Repository,https://osf.io/hgfsu/,Not Reported,NA,Mathis.wetzel@unibe.ch,"all participants performed the main task of the experiment, a multiple-choice cloze task. Updated by JG (data error) ",MJ
